"focal","origin"
"Grit Boys","Lil' Keke"
"Mike Jones","Lil' Keke"
"Yung Redd","Lil' Keke"
"Yungstar","Lil' Keke"
"Trina","Lil' Kim"
"Fergie","Lil' Kim"
"Webbie","Lil' Kim"
"Yo Majesty","Lil' Kim"
"Sylk-E. Fyne","Lil' Kim"
"Nicki Minaj","Lil' Kim"
"Azealia Banks","Lil' Kim"
"Iggy Azalea","Lil' Kim"
"Mia X","Lil' Kim"
"City Girls","Lil' Kim"
"CL","Lil' Kim"
"DreamDoll","Lil' Kim"
"Peaches","Lil' Kim"
"Princess Superstar","Lil' Kim"
"Saweetie","Lil' Kim"
"Tweet","Lil' Kim"
"YoungBoy Never Broke Again","Lil' Phat"
"Slim Thug","Lil' Troy"
"Linkin Park","Limp Bizkit"
"Vanilla Ice","Limp Bizkit"
"El Gran Silencio","Limp Bizkit"
"Pimpadelic","Limp Bizkit"
"Machine Gun Kelly","Limp Bizkit"
"Smut Peddlers","Limp Bizkit"
"Litefoot","Link"
"3OH!3","Linkin Park"
"Kevin Rudolf","Linkin Park"
"Afterlife","Linkin Park"
"Coffin Carousel","Linkin Park"
"Crossfaith","Linkin Park"
"Crown the Empire","Linkin Park"
"Michael Constantino","Linkin Park"
"Of Mice & Men","Linkin Park"
"Paris","Linkin Park"
"Red Sun Rising","Linkin Park"
"The Fever 333","Linkin Park"
"Yashin","Linkin Park"
"G. Love","Linton Kwesi Johnson"
"Shinehead","Linton Kwesi Johnson"
"Quincy Jones","Lionel Hampton"
"R. Kelly","Lionel Richie"
"Beastie Boys","Liquid Liquid"
"Lady Te","Lisa ""Left Eye"" Lopes"
"Lil Mama","Lisa ""Left Eye"" Lopes"
"Common Market","Little Brother"
"Clear Soul Forces","Little Brother"
"ScHoolboy Q","Little Brother"
"Rapsody","Little Brother"
"Urban Dance Squad","Living Colour"
"Body Count","Living Colour"
"Northern State","Liz Phair"
"K.Flay","Liz Phair"
"Cam'ron","LL Cool J"
"Lil' Kim","LL Cool J"
"Fat Joe","LL Cool J"
"Juvenile","LL Cool J"
"The Notorious B.I.G.","LL Cool J"
"2Pac","LL Cool J"
"Busta Rhymes","LL Cool J"
"Nas","LL Cool J"
"Jay-Z","LL Cool J"
"Method Man","LL Cool J"
"Tragedy Khadafi","LL Cool J"
"MC Shan","LL Cool J"
"Theory Hazit","LL Cool J"
"50 Cent","LL Cool J"
"Redman","LL Cool J"
"Guerilla Black","LL Cool J"
"Mase","LL Cool J"
"Mims","LL Cool J"
"Shyne","LL Cool J"
"Ja Rule","LL Cool J"
"Canibus","LL Cool J"
"AZ","LL Cool J"
"Ultramagnetic MC's","LL Cool J"
"Eve","LL Cool J"
"Mic Geronimo","LL Cool J"
"Gym Class Heroes","LL Cool J"
"Guru","LL Cool J"
"Foxy Brown","LL Cool J"
"Onyx","LL Cool J"
"DJ Spooky","LL Cool J"
"Nitty","LL Cool J"
"B.B. Jay","LL Cool J"
"Diddy","LL Cool J"
"Jahir & The Experiment","LL Cool J"
"Eligh","LL Cool J"
"The Lost Boyz","LL Cool J"
"Will Smith","LL Cool J"
"Mista","LL Cool J"
"Alfonzo Hunter","LL Cool J"
"Chillin Villin Empire","LL Cool J"
"Young MC","LL Cool J"
"N.W.A","LL Cool J"
"Dana Dane","LL Cool J"
"Grand Puba","LL Cool J"
"Salt-N-Pepa","LL Cool J"
"Monie Love","LL Cool J"
"Queen Latifah","LL Cool J"
"Slimm Calhoun","LL Cool J"
"Mighty Igloo Crew","LL Cool J"
"Skee-Lo","LL Cool J"
"Big L","LL Cool J"
"Puff Daddy","LL Cool J"
"Company Flow","LL Cool J"
"Lil' Cease","LL Cool J"
"D-Nice","LL Cool J"
"Chingy","LL Cool J"
"Eminem","LL Cool J"
"Fabolous","LL Cool J"
"Gang Starr","LL Cool J"
"Kalidonia","LL Cool J"
"Mai Lan","LL Cool J"
"Royce da 5'9""","LL Cool J"
"Talib Kweli","LL Cool J"
"Sullee","Lloyd Banks"
"French Montana","Lloyd Banks"
"Monie Love","London Posse"
"Yesterdays New Quintet","Lonnie Liston Smith"
"Eric Lau","Loose Ends"
"People Under the Stairs","Lootpack"
"Astronautalis","Lord Finesse"
"7L & Esoteric","Lord Finesse"
"Ron Browz","Lord Finesse"
"Denzel Curry","Lord Infamous"
"The Artifacts","Lordz of Brooklyn"
"Akwid","Los Cadetes de Linares"
"Ozomatli","Los Lobos"
"Gang Starr","Lou Donaldson"
"P.M. Dawn","Love"
"Wiley","LTJ Bukem"
"Neffa","Lucio Battisti"
"Lloyd Banks","Ludacris"
"Yung Joc","Ludacris"
"Killer Mike","Ludacris"
"Huey","Ludacris"
"Chingy","Ludacris"
"Yung Berg","Ludacris"
"Petey Pablo","Ludacris"
"Flo Rida","Ludacris"
"Lil Scrappy","Ludacris"
"Webbie","Ludacris"
"Rich Boy","Ludacris"
"French Montana","Ludacris"
"Pouya","Ludacris"
"Boosie Badazz","Ludacris"
"Waka Flocka Flame","Ludacris"
"Chris Webby","Ludacris"
"Travis Porter","Ludacris"
"Willy Northpole","Ludacris"
"Yung L.A.","Ludacris"
"Axel Leon","Ludacris"
"Herobust","Ludacris"
"O.T. Genasis","Ludacris"
"MC Magic","Luis Miguel"
"Lil Jon","Luke"
"Trick Daddy","Luke"
"Trillville","Luke"
"Big Syke","Luniz"
"Strong Asian Mothers","Luniz"
"Yaga & Mackie","Luny Tunes"
"Tito ""El Bambino"" El Patrón","Luny Tunes"
"Arcángel","Luny Tunes"
"Kid Cudi","Lupe Fiasco"
"Bas","Lupe Fiasco"
"Northern State","Luscious Jackson"
"Master P","Luther Campbell"
"Pitbull","Luther Campbell"
"Kilo","Luther Campbell"
"Webbie","Luther Campbell"
"Barsha","Luther Campbell"
"R. Kelly","Luther Vandross"
"Montell Jordan","Luther Vandross"
"Jermaine Dupri","Luther Vandross"
"August Alsina","Lyfe Jennings"
"Roxanne Shanté","Lynn Collins"
"Colt Ford","Lynyrd Skynyrd"
"Kid Rock","Lynyrd Skynyrd"
"Buraka Som Sistema","M.I.A."
"K.Flay","M.I.A."
"Nicki Minaj","M.I.A."
"Rye Rye","M.I.A."
"Black Rob","M.O.P."
"Brainsick Mob","M.O.P."
"D-Block","M.O.P."
"Jedi Mind Tricks","M.O.P."
"Screwball","M.O.P."
"Smiley the Ghetto Child","M.O.P."
"Dem Hoodstarz","Mac Dre"
"The Pack","Mac Dre"
"Philthy Rich","Mac Dre"
"YG","Mac Dre"
"MobSquad Nard","Mac Dre"
"Freddie Gibbs","Mac Dre"
"G-Eazy","Mac Dre"
"Nef the Pharaoh","Mac Dre"
"Cardo","Mac Dre"
"Electric Guest","Mac Dre"
"Ezale","Mac Dre"
"Lil Jon","Mac Dre"
"Messy Marv","Mac Dre"
"Mistah F.A.B.","Mac Dre"
"Sky Balla","Mac Dre"
"Steady Mobb'n","Mac Dre"
"Turf Talk","Mac Dre"
"Lil Xan","Mac Miller"
"Tre Coast","Mac Miller"
"Galactic","Maceo Parker"
"Jay Rock","Mack 10"
"Guerilla Black","Mack 10"
"Mac Dre","Mack 10"
"Witt Lowry","Macklemore"
"Meresha","Macklemore"
"Nick de la Hoyde","Macklemore"
"Rich Brian","Macklemore"
"Canibus","Mad Skillz"
"Digital Underground","Madhouse"
"Black Milk","Madlib"
"Hot Chip","Madlib"
"Cadence Weapon","Madlib"
"Flying Lotus","Madlib"
"Lone","Madlib"
"Samiyam","Madlib"
"Illa J","Madlib"
"Kruse","Madlib"
"Botany","Madlib"
"Diego Bernal","Madlib"
"Lee Bannon","Madlib"
"Tall Black Guy","Madlib"
"Mndsgn","Madlib"
"Jonti","Madlib"
"Lilacs & Champagne","Madlib"
"Breakestra","Madlib"
"Cohen Beats","Madlib"
"DJ Shadow","Madlib"
"Le Pamplemoüse","Madlib"
"MF Doom","Madlib"
"Rafiq Bhatia","Madlib"
"Snarky Puppy","Madlib"
"Jamie T.","Madness"
"Ivy Queen","Madonna"
"Sirens","Madonna"
"Nicki Minaj","Madonna"
"Kardinal Offishall","Maestro Fresh-Wes"
"The 2 Live Crew","Maggotron"
"DJ Magic Mike","Maggotron"
"Petey Pablo","Magoo"
"DJ /rupture","Mahmoud Fadl"
"Nas","Main Source"
"Jay-Z","Main Source"
"Boot Camp Clik","Main Source"
"The Roots","Main Source"
"Black Moon","Main Source"
"Ohmega Watts","Main Source"
"Mos Def","Main Source"
"Blackalicious","Main Source"
"Grand Daddy I.U.","Main Source"
"D.I.T.C.","Main Source"
"Pharoahe Monch","Main Source"
"Themselves","Main Source"
"Blaq Poet","Main Source"
"Basehead","Main Source"
"Digable Planets","Main Source"
"Jurassic 5","Main Source"
"Matthew Shipp","Mal Waldron"
"Porta","Mala Rodríguez"
"Neneh Cherry","Malcolm McLaren"
"Paris","Malcolm X"
"Amir Sulaiman","Malcolm X"
"Public Enemy","Malcolm X"
"Boogie Down Productions","Malcolm X"
"Kool Keith","Man Parrish"
"DJ Magic Mike","Man Parrish"
"Mantronix","Man Parrish"
"Tego Calderón","Mangu"
"Unk","Mannie Fresh"
"Petey Pablo","Mannie Fresh"
"DJ /rupture","Mannie Fresh"
"Boosie Badazz","Mannie Fresh"
"Public Enemy","Mantronix"
"Truth Universal","Mantronix"
"Kool Keith","Mantronix"
"Madlib","Mantronix"
"Ultramagnetic MC's","Mantronix"
"Mark Ronson","Mantronix"
"Jel","Mantronix"
"DJ Magic Mike","Mantronix"
"Bass Junkie","Mantronix"
"Company Flow","Mantronix"
"Derrick May","Mantronix"
"DMX Krew","Mantronix"
"El-P","Mantronix"
"EPMD","Mantronix"
"Juan Atkins","Mantronix"
"Kevin Saunderson","Mantronix"
"KRS-One","Mantronix"
"Metro Area","Mantronix"
"Morgan Geist","Mantronix"
"Nice & Smooth","Mantronix"
"Brazilian Girls","Marc Ribot"
"Forro in the Dark","Marc Ribot"
"Madeleine Peyroux","Marc Ribot"
"Medeski, Martin & Wood","Marc Ribot"
"Sex Mob","Marc Ribot"
"Trey Anastasio","Marc Ribot"
"Lil' Kim","Mariah Carey"
"Fergie","Mariah Carey"
"Total","Mariah Carey"
"Empire Cast","Mariah Carey"
"Lil' Mo","Mariah Carey"
"Sheryfa Luna","Mariah Carey"
"Skylar Grey","Marilyn Manson"
"Lil Uzi Vert","Marilyn Manson"
"BS 2000","Mark Mothersbaugh"
"Ernest Gonzales","Mark Pritchard"
"Wale","Mark Ronson"
"Hoodie Allen","Mark Ronson"
"Fleur East","Mark Ronson"
"The Wanted","Mark Ronson"
"Mike Stud","Marky Mark"
"M.O.P.","Marley Marl"
"Nas","Marley Marl"
"Jay-Z","Marley Marl"
"Cormega","Marley Marl"
"DJ Hi-Tek","Marley Marl"
"MF Doom","Marley Marl"
"Statik Selektah","Marley Marl"
"Killa Sha","Marley Marl"
"Prince Paul","Marley Marl"
"Jungle Brothers","Marley Marl"
"DJ Premier","Marley Marl"
"Jel","Marley Marl"
"Juggaknots","Marley Marl"
"Pete Rock","Marley Marl"
"The Beatnuts","Marley Marl"
"Big Daddy Kane","Marley Marl"
"Eric B. & Rakim","Marley Marl"
"Masta Ace Incorporated","Marley Marl"
"Gang Starr","Marley Marl"
"Puff Daddy","Marley Marl"
"Rahzel","Marley Marl"
"Blaq Poet","Marley Marl"
"Jermaine Dupri","Marley Marl"
"Monster Rally","Martin Denny"
"Kevin Hart","Martin Lawrence"
"Playgroup","Martin Rushent"
"Do or Die","Marvin Gaye"
"Wyclef Jean","Marvin Gaye"
"Jungle Brothers","Marvin Gaye"
"Gnarls Barkley","Marvin Gaye"
"Michael Franti","Marvin Gaye"
"Sleepy Brown","Marvin Gaye"
"Aloe Blacc","Marvin Gaye"
"R. Kelly","Marvin Gaye"
"Big Daddy Kane","Marvin Gaye"
"Mike Posner","Marvin Gaye"
"Carl Thomas","Marvin Gaye"
"Har Mar Superstar","Marvin Gaye"
"Philadelphia Experiment","Marvin Gaye"
"Lil' Kim","Mary J. Blige"
"Estelle","Mary J. Blige"
"Total","Mary J. Blige"
"Empire Cast","Mary J. Blige"
"Nuttin' Nyce","Mary J. Blige"
"Lil' Mo","Mary J. Blige"
"Naja Shiri","Mary J. Blige"
"Lloyd Banks","Mase"
"The Diplomats","Mase"
"Kanye West","Mase"
"Fabolous","Mase"
"Nelly","Mase"
"Cassidy","Mase"
"Chingy","Mase"
"Pacha Massive","Massive Attack"
"Subtle","Massive Attack"
"The Streets","Massive Attack"
"Gorillaz","Massive Attack"
"Diplo","Massive Attack"
"Just Jack","Massive Attack"
"Roots Manuva","Massive Attack"
"Fat Joe","Masta Ace"
"Aceyalone","Masta Ace"
"Pimp C","Masta Ace"
"Royce da 5'9""","Masta Ace"
"Wise Intelligent","Masta Ace"
"Black, Rock & Ron","Masta Ace"
"Killah Priest","Masta Killa"
"Rhymefest","Master Ace"
"E.S.G.","Master P"
"Lil' Flip","Master P"
"Screwed Up Click","Master P"
"Lil Jon","Master P"
"Juvenile","Master P"
"Project Pat","Master P"
"Papa Reu","Master P"
"Yo Gotti","Master P"
"Trick Daddy","Master P"
"Young Buck","Master P"
"Ludacris","Master P"
"Brotha Lynch Hung","Master P"
"Gucci Mane","Master P"
"Da Unda Dogg","Master P"
"Lil O","Master P"
"Lil' Keke","Master P"
"C-Murder","Master P"
"Three 6 Mafia","Master P"
"DarkRoom Familia","Master P"
"Caz","Master P"
"Z-Ro","Master P"
"Crime Mob","Master P"
"Criminal Manne","Master P"
"Birdman","Master P"
"UGK","Master P"
"Lil Wayne","Master P"
"Tela","Master P"
"Soulja Boy Tell Em","Master P"
"Hurricane Chris","Master P"
"Sean Price","Master P"
"Gangsta Blac","Master P"
"Dem Franchize Boyz","Master P"
"Mystikal","Master P"
"Fat Pat","Master P"
"Gangsta Pat","Master P"
"Skinny Pimp","Master P"
"Crooked","Master P"
"Tha Gamblaz","Master P"
"Mr. Pookie","Master P"
"Maceo","Master P"
"Tom Skeemask","Master P"
"Nelly","Master P"
"Big Hawk","Master P"
"Big Pokey","Master P"
"Yungstar","Master P"
"Young Jeezy","Master P"
"Bow Wow","Master P"
"DJ Crunk Mix","Master P"
"Webbie","Master P"
"Steve Austin","Master P"
"Lil' Troy","Master P"
"Duke","Master P"
"Total","Master P"
"Juicy J","Master P"
"Pusha T","Master P"
"Curren$y","Master P"
"Mighty Igloo Crew","Master P"
"Manson Family","Master P"
"M-Child","Master P"
"Botany Boyz","Master P"
"Kodak Black","Master P"
"Low Profile Gangsters","Master P"
"GUN","Master P"
"Choc Quib Town","Master P"
"Shyne","Master P"
"Trina","Master P"
"Tyke T","Master P"
"Bad Boy Joe","Masters at Work"
"Johnny O.","Masters at Work"
"Thunderheist","Masters at Work"
"Jib Kidder","Matmos"
"Antipop Consortium","Matthew Shipp"
"Cousin Stizz","Max B"
"Shoreline Mafia","Max B"
"Shaggy","Maxi Priest"
"Sisqó","Maxwell"
"Atmosphere","MC 900 Ft. Jesus"
"DJ Logic","MC 900 Ft. Jesus"
"Restiform Bodies","MC 900 Ft. Jesus"
"MC Lars","MC 900 Ft. Jesus"
"Juiceboxxx","MC 900 Ft. Jesus"
"Aesop Rock","MC 900 Ft. Jesus"
"Gogol Bordello","MC 900 Ft. Jesus"
"Non-Phixion","MC 900 Ft. Jesus"
"Sage Francis","MC 900 Ft. Jesus"
"The Prodigy","MC 900 Ft. Jesus"
"The Saturday Knights","MC 900 Ft. Jesus"
"D-Block","MC Breed"
"V-White","MC Breed"
"Freddie Gibbs","MC Breed"
"Busta Rhymes","MC Breed"
"Jon Connor","MC Breed"
"Lil' Zane","MC Breed"
"Lord Tariq & Peter Gunz","MC Breed"
"The Game","MC Breed"
"Three 6 Mafia","MC Breed"
"Young Jeezy","MC Breed"
"E-40","MC Eiht"
"Juvenile","MC Eiht"
"Roc C.","MC Eiht"
"Rappin' 4-Tay","MC Eiht"
"Kendrick Lamar","MC Eiht"
"Tha Eastsidaz","MC Eiht"
"Crime Boss","MC Eiht"
"Cardo","MC Eiht"
"Diddy","MC Hammer"
"Will Smith","MC Hammer"
"Oaktown's 357","MC Hammer"
"Backstreet Boys","MC Hammer"
"Nelly","MC Hammer"
"Sisqó","MC Hammer"
"Remy Ma","MC Lyte"
"Lil' Kim","MC Lyte"
"Lady Te","MC Lyte"
"Jean Grae","MC Lyte"
"Unladylike","MC Lyte"
"Eve","MC Lyte"
"Psalm One","MC Lyte"
"Foxy Brown","MC Lyte"
"Missy Elliott","MC Lyte"
"Da Brat","MC Lyte"
"Quad City DJ's","MC Lyte"
"Gang Starr","MC Lyte"
"J.J. Fad","MC Lyte"
"Rapsody","MC Lyte"
"Sarai","MC Lyte"
"Lisa ""Left Eye"" Lopes","MC Lyte"
"Bahamadia","MC Lyte"
"Digable Planets","MC Lyte"
"Heather B.","MC Lyte"
"Ladybug Mecca","MC Lyte"
"Lauryn Hill","MC Lyte"
"Rah Digga","MC Lyte"
"Asher Roth","MC Paul Barman"
"C-Murder","MC Ren"
"Tru","MC Ren"
"Richie Rich","MC Ren"
"Ms Krazie","MC Ren"
"MJG","MC Ren"
"Majik Most","MC Serch"
"House of Pain","MC Serch"
"Nas","MC Serch"
"Wu-Tang Clan","MC Shan"
"Cormega","MC Shan"
"Jadakiss","MC Shan"
"EPMD","MC Shan"
"N.W.A","MC Shan"
"Eric B. & Rakim","MC Shan"
"Kwamé","MC Shan"
"Rob Base & DJ E-Z Rock","MC Shan"
"Rohff","MC Solaar"
"Kamini","MC Solaar"
"G. Love","MC Solaar"
"Mange Schmidt","MC Solaar"
"DJ Mehdi","MC Solaar"
"Roots Manuva","MC Solar"
"Matthew Shipp","McCoy Tyner"
"Gym Class Heroes","Me Phi Me"
"Mista","Me Phi Me"
"Alfonzo Hunter","Me Phi Me"
"Knowdaverbs","Me Phi Me"
"Galactic","Medeski, Martin & Wood"
"G Herbo","Meek Mill"
"Moosh & Twist","Meek Mill"
"Sheck Wes","Meek Mill"
"Spenzo","Meek Mill"
"Body Count","Megadeth"
"Bill Cosby","Mel Brooks"
"Rob Sonic","Melle Mel"
"Schoolly D","Melle Mel"
"Yaga & Mackie","Mellow Man Ace"
"Nicky Jam","Mellow Man Ace"
"Big Boy","Mellow Man Ace"
"Yung Berg","Memphis Bleek"
"Smoothe Da Hustler","Memphis Bleek"
"Ali Vegas","Memphis Bleek"
"Jim Jones","Memphis Bleek"
"Young Chris","Memphis Bleek"
"Lecrae","Men of Standard"
"Babasónicos","Mercedes"
"Girl Talk","Merzbow"
"Beeda Weeda","Messy Marv"
"Twiztid","Metallica"
"Kid Rock","Metallica"
"Travis Barker","Metallica"
"Body Count","Metallica"
"N.O.R.E.","Method Man"
"50 Cent","Method Man"
"Charlie Manhattan","Method Man"
"Shyne","Method Man"
"Blac Haze","Method Man"
"Big Syke","Method Man"
"Flatbush Zombies","Method Man"
"Saigon","Method Man"
"Streetlife","Method Man"
"The Game","Method Man"
"P.O.S","MF Doom"
"Aloe Blacc","MF Doom"
"Earl Sweatshirt","MF Doom"
"Odd Future","MF Doom"
"CJ Fly","MF Doom"
"Les Gammas","MFSB"
"Trina","Mia X"
"Unladylike","Mia X"
"Diplo","Miami Bass Machine 2"
"Ja Rule","Mic Geronimo"
"Rhymefest","Michael Jackson"
"Cilvaringz","Michael Jackson"
"N.E.R.D","Michael Jackson"
"Pharrell Williams","Michael Jackson"
"Timbaland","Michael Jackson"
"R. Kelly","Michael Jackson"
"Sean Kingston","Michael Jackson"
"Cherish","Michael Jackson"
"P.M. Dawn","Michael Jackson"
"MC Hammer","Michael Jackson"
"Empire Cast","Michael Jackson"
"Macklemore & Ryan Lewis","Michael Jackson"
"Yelawolf","Michael Jackson"
"Bishop Nehru","Michael Jackson"
"Playboi Carti","Michael Jackson"
"Har Mar Superstar","Michael Jackson"
"Chris Brown","Michael Jackson"
"Truth Universal","Mighty Sparrow"
"Ying Yang Twins","Mike Jones"
"Lil Uzi Vert","Mike Jones"
"ApSci","Mike Ladd"
"Serengeti & Polyphonic","Mike Ladd"
"MC 900 Ft. Jesus","Mike Oldfield"
"P.O.S","Mike Patton"
"TWRK","Mike Posner"
"Stereo MC's","Mike Theodore Orchestra"
"Travis Barker","Mikkey Dee"
"Public Enemy","Miles Davis"
"Black Spade","Miles Davis"
"Digital Underground","Miles Davis"
"Madlib","Miles Davis"
"DJ Shadow","Miles Davis"
"Four Tet","Miles Davis"
"Miri Ben-Ari","Miles Davis"
"Dream Warriors","Miles Davis"
"Matthew Shipp","Miles Davis"
"Neneh Cherry","Miles Davis"
"Russell Gunn","Miles Davis"
"DJ Krush","Miles Davis"
"Gil Scott-Heron","Miles Davis"
"Bill Cosby","Miles Davis"
"Quincy Jones","Miles Davis"
"Lady Day","Millie Jackson"
"Ol' Dirty Bastard","Millie Jackson"
"Missy Elliott","Millie Jackson"
"Da Brat","Millie Jackson"
"Roxanne Shanté","Millie Jackson"
"Insane Clown Posse","Ministry"
"Beastie Boys","Minor Threat"
"P.O.S","Minor Threat"
"The YMD","Minor Threat"
"Les Nubians","Miriam Makeba"
"Dopestyle 1231","Misfits"
"Remy Ma","Missy Elliott"
"Trina","Missy Elliott"
"Ludacris","Missy Elliott"
"Lady Te","Missy Elliott"
"Imani Coppola","Missy Elliott"
"Unladylike","Missy Elliott"
"Spank Rock","Missy Elliott"
"Lil Mama","Missy Elliott"
"Fergie","Missy Elliott"
"Four Tet","Missy Elliott"
"Princess Superstar","Missy Elliott"
"Yo Majesty","Missy Elliott"
"Estelle","Missy Elliott"
"Bubba Sparxxx","Missy Elliott"
"Lady Sovereign","Missy Elliott"
"A$AP Ferg","Missy Elliott"
"Lil' Mo","Missy Elliott"
"K.Flay","Missy Elliott"
"Nicki Minaj","Missy Elliott"
"Azealia Banks","Missy Elliott"
"Iggy Azalea","Missy Elliott"
"Rye Rye","Missy Elliott"
"Yung L.A.","Missy Elliott"
"Bruno Mars","Missy Elliott"
"Destiny's Child","Missy Elliott"
"Kanye West","Missy Elliott"
"Kari Faux","Missy Elliott"
"Keri Hilson","Missy Elliott"
"Lady Leshurr","Missy Elliott"
"M.I.A.","Missy Elliott"
"Mia X","Missy Elliott"
"Mystikal","Missy Elliott"
"Nicole","Missy Elliott"
"Stella","Missy Elliott"
"THEY.","Missy Elliott"
"A-Trak","Mix Master Mike"
"Cut Chemist","Mix Master Mike"
"Dan the Automator","Mix Master Mike"
"DJ Shadow","Mix Master Mike"
"Girl Talk","Mix Master Mike"
"Rob Swift","Mix Master Mike"
"Flava D","MJ Cole"
"Yelawolf","MJG"
"Lloyd Banks","Mobb Deep"
"G-Unit","Mobb Deep"
"Lil' Kim","Mobb Deep"
"The Diplomats","Mobb Deep"
"Custom Made","Mobb Deep"
"Young Buck","Mobb Deep"
"State Property","Mobb Deep"
"N.O.R.E.","Mobb Deep"
"Clipse","Mobb Deep"
"Rohff","Mobb Deep"
"Hell Rell","Mobb Deep"
"Cormega","Mobb Deep"
"Jadakiss","Mobb Deep"
"50 Cent","Mobb Deep"
"Sean Price","Mobb Deep"
"D12","Mobb Deep"
"Shyne","Mobb Deep"
"Ja Rule","Mobb Deep"
"Tony Yayo","Mobb Deep"
"Black Rob","Mobb Deep"
"Access Immortal","Mobb Deep"
"Heltah Skeltah","Mobb Deep"
"Re-Up Gang","Mobb Deep"
"John Cena","Mobb Deep"
"Purple City","Mobb Deep"
"Ron Artest","Mobb Deep"
"Blackalicious","Mobb Deep"
"2XL","Mobb Deep"
"Kuwait & Gemini","Mobb Deep"
"Troy Ave","Mobb Deep"
"Joe Budden","Mobb Deep"
"Kendrick Lamar","Mobb Deep"
"Mighty Igloo Crew","Mobb Deep"
"Big L","Mobb Deep"
"Action Bronson","Mobb Deep"
"Big Noyd","Mobb Deep"
"Eminem","Mobb Deep"
"The Game","Mobb Deep"
"The LOX","Mobb Deep"
"RJD2","Moby"
"Metermaids","Modest Mouse"
"Why?","Modest Mouse"
"Subtle","Mogwai"
"Anticon","Mogwai"
"Cherish","Monica"
"Jean Grae","Monie Love"
"Lady Sovereign","Monie Love"
"Da Brat","Monie Love"
"Speech Debelle","Monie Love"
"Jane Doe","Monie Love"
"Dub Pistols","Monkey Mafia"
"T-Pain","Montell Jordan"
"B2K","Montell Jordan"
"Blackstreet","Montell Jordan"
"Dru Hill","Montell Jordan"
"Jagged Edge","Montell Jordan"
"Joe","Montell Jordan"
"Silk","Montell Jordan"
"Tanya Morgan","Mood"
"Sarah Ross","Moonshine Bandits"
"Lady Sovereign","More Fire Crew"
"Lupe Fiasco","Mos Def"
"Immortal Technique","Mos Def"
"Saigon","Mos Def"
"P.O.S","Mos Def"
"k-os","Mos Def"
"Shwayze","Mos Def"
"Madcon","Mos Def"
"Kid Cudi","Mos Def"
"Kendrick Lamar","Mos Def"
"Skyzoo","Mos Def"
"Rapsody","Mos Def"
"Sampa the Great","Mos Def"
"Frank Ocean","Mos Def"
"Jay Electronica","Mos Def"
"Moonshine Bandits","Mötley Crüe"
"Kid Rock","Mountain"
"Hot Chip","Mouse on Mars"
"Flying Lotus","Mouse on Mars"
"Prefuse 73","Mouse on Mars"
"Insane Clown Posse","Mr. Bungle"
"Body Count","Mr. Bungle"
"Malow Mac","Mr. Capone-E"
"Iglooghost","Mr. Oizo"
"Lord Kossity","Mr. Vegas"
"Jamie T.","Ms. Dynamite"
"Lady Sovereign","Ms. Dynamite"
"Sa-Ra","Mtume"
"Goodie Mob","Muddy Waters"
"Aloe Blacc","Murs"
"J. Cole","Murs"
"ScHoolboy Q","Murs"
"Macklemore","Murs"
"Blu","Murs"
"Little Brother","Murs"
"Lupe Fiasco","Murs"
"Mac Lethal","Murs"
"Lady Sovereign","Musical Mob"
"DJ /rupture","Muslimgauze"
"DJ Spooky","Mutabaruka"
"Suicideyear","My Bloody Valentine"
"Lil Uzi Vert","My Chemical Romance"
"Busdriver","Myka Nyne"
"Murs","Mystik Journeymen"
"The Grouch & Eligh","Mystik Journeymen"
"Pastor Troy","Mystikal"
"Petey Pablo","Mystikal"
"Lil Scrappy","Mystikal"
"Webbie","Mystikal"
"Curren$y","Mystikal"
"Ja Rule","Mystikal"
"Ludacris","Mystikal"
"Nelly","Mystikal"
"The Wylde Bunch","N.E.R.D"
"The Cool Kids","N.E.R.D"
"Tyler, The Creator","N.E.R.D"
"A$AP Ferg","N.E.R.D"
"Odd Future","N.E.R.D"
"Kid Sister","N.E.R.D"
"Anderson .Paak","N.E.R.D"
"Bluey Robinson","N.E.R.D"
"Steve Lacy","N.E.R.D"
"Steven A. Clark","N.E.R.D"
"The Internet","N.E.R.D"
"Theophilus London","N.E.R.D"
"TWRK","N.E.R.D"
"Parking Lot Pimp","N.E.R.D."
"Don Omar","N.O.R.E."
"Bodega Bamz","N.O.R.E."
"DJ Esco","N.O.R.E."
"GZA","N.W.A"
"E.S.G.","N.W.A"
"Xzibit","N.W.A"
"Do or Die","N.W.A"
"Eminem","N.W.A"
"Cam'ron","N.W.A"
"Outlawz","N.W.A"
"Fat Joe","N.W.A"
"Tommy Wright III","N.W.A"
"Pastor Troy","N.W.A"
"Screwed Up Click","N.W.A"
"The Diplomats","N.W.A"
"Juvenile","N.W.A"
"Paris","N.W.A"
"2Pac","N.W.A"
"Project Pat","N.W.A"
"Snoop Dogg","N.W.A"
"Master P","N.W.A"
"Chamillionaire","N.W.A"
"Killa Tay","N.W.A"
"Scarface","N.W.A"
"The Coup","N.W.A"
"B.G.","N.W.A"
"Suga Free","N.W.A"
"Ludacris","N.W.A"
"Pimp C","N.W.A"
"Spice 1","N.W.A"
"Obie Trice","N.W.A"
"DJ Screw","N.W.A"
"The Dayton Family","N.W.A"
"C-BO","N.W.A"
"Brotha Lynch Hung","N.W.A"
"Keak da Sneak","N.W.A"
"Mobb Deep","N.W.A"
"Mike Jones","N.W.A"
"5th Ward Boyz","N.W.A"
